text,target,len,is_spam,text_clean
Can't. I feel nauseous. I'm so pissed. I didn't eat any sweets all week cause today I was planning to pig out. I was dieting all week. And now I'm not hungry :/,0,160,0,"['fel', 'nauseous', 'pised', 'eat', 'swets', 'al', 'wek', 'cause', 'today', 'plan', 'pig', 'diet', 'al', 'wek', 'hungry']"
Ok lor but not too early. Me still having project meeting now.,0,62,0,"['ok', 'lor', 'early', 'stil', 'project', 'meting']"
"Call me da, i am waiting for your call.",0,39,0,"['cal', 'da', 'wait', 'cal']"
I could ask carlos if we could get more if anybody else can chip in,0,67,0,"['could', 'ask', 'carlos', 'could', 'get', 'anybody', 'else', 'chip']"
Was actually about to send you a reminder today. Have a wonderful weekend,0,73,0,"['actualy', 'send', 'reminder', 'today', 'wonderful', 'wekend']"
"When people see my msgs, They think Iam addicted to msging... They are wrong, Bcoz They don\'t know that Iam addicted to my sweet Friends..!! BSLVYL",0,148,0,"['people', 'se', 'msgs', 'think', 'iam', 'adicted', 'msging', 'wrong', 'bcoz', 'know', 'iam', 'adicted', 'swet', 'friend', 'bslvyl']"
Hey you gave them your photo when you registered for driving ah? Tmr wanna meet at yck? ,0,88,0,"['hey', 'give', 'photo', 'register', 'drive', 'ah', 'tmr', 'wana', 'meet', 'yck']"
Dont talk to him ever ok its my word.,0,37,0,"['dont', 'talk', 'ever', 'ok', 'word']"
When u wana see it then,0,23,0,"['u', 'wana', 'se']"
On ma way to school. Can you pls send me ashley's number,0,56,0,"['way', 'schol', 'pls', 'send', 'ashley', 'number']"
It shall be fine. I have avalarr now. Will hollalater,0,53,0,"['shal', 'fine', 'avalar', 'wil', 'holalater']"
She went to attend another two rounds today..but still did't reach home..,0,73,0,"['go', 'atend', 'another', 'two', 'round', 'today', 'stil', 'reach', 'home']"
Actually i deleted my old website..now i m blogging at magicalsongs.blogspot.com,0,80,0,"['actualy', 'delete', 'old', 'website', 'bloging', 'magicalsongs', 'blogspot', 'com']"
"K, wait chikku..il send aftr  &lt;#&gt; mins",0,44,0,"['k', 'wait', 'chiku', 'il', 'send', 'aftr', 'lt', 'gt', 'min']"
But I'm on a diet. And I ate 1 too many slices of pizza yesterday. Ugh I'm ALWAYS on a diet.,0,92,0,"['diet', 'eat', 'many', 'slice', 'piza', 'yesterday', 'ugh', 'always', 'diet']"
K:)i will give my kvb acc details:),0,35,0,"['k', 'wil', 'give', 'kvb', 'ac', 'detail']"
Oh all have to come ah?,0,23,0,"['oh', 'al', 'come', 'ah']"
money!!! you r a lucky winner ! 2 claim your prize text money 2 88600 over еЈ1million to give away ! ppt150x3+normal text rate box403 w1t1jy,1,140,1,"['money', 'r', 'lucky', 'winer', 'claim', 'prize', 'text', 'money', 'milion', 'give', 'away', 'pt', 'x', 'normal', 'text', 'rate', 'box', 'w', 'jy']"
I'm really sorry i won't b able 2 do this friday.hope u can find an alternative.hope yr term's going ok:-),0,106,0,"['realy', 'sory', 'b', 'able', 'friday', 'hope', 'u', 'find', 'alternative', 'hope', 'yr', 'term', 'go', 'ok']"
Congratulations ore mo owo re wa. Enjoy it and i wish you many happy moments to and fro wherever you go,0,103,0,"['congratulation', 'ore', 'mo', 'owo', 'wa', 'enjoy', 'wish', 'many', 'hapy', 'moment', 'fro', 'wherever', 'go']"
So do you have samus shoulders yet,0,34,0,"['samus', 'shoulder', 'yet']"
What time you think you'll have it? Need to know when I should be near campus,0,77,0,"['time', 'think', 'l', 'ned', 'know', 'near', 'campus']"
"Dear Matthew please call 09063440451 from a landline, your complimentary 4*Lux Tenerife holiday or еЈ1000 CASH await collection. ppm150 SAE T&Cs Box334 SK38XH.",1,159,1,"['dear', 'mathew', 'please', 'cal', 'landline', 'complimentary', 'lux', 'tenerife', 'holiday', 'cash', 'await', 'colection', 'pm', 'sae', 'c', 'box', 'sk', 'xh']"
Then dun wear jeans lor...,0,26,0,"['dun', 'wear', 'jean', 'lor']"
"Since when, which side, any fever, any vomitin.",0,47,0,"['since', 'side', 'fever', 'vomitin']"
K:)k.are you in college?,0,24,0,"['k', 'k', 'colege']"
"Urgent! call 09061749602 from Landline. Your complimentary 4* Tenerife Holiday or еЈ10,000 cash await collection SAE T&Cs BOX 528 HP20 1YF 150ppm 18+",1,149,1,"['urgent', 'cal', 'landline', 'complimentary', 'tenerife', 'holiday', 'cash', 'await', 'colection', 'sae', 'c', 'box', 'hp', 'yf', 'pm']"
Better. Made up for Friday and stuffed myself like a pig yesterday. Now I feel bleh. But at least its not writhing pain kind of bleh.,0,133,0,"['beter', 'make', 'friday', 'stufed', 'like', 'pig', 'yesterday', 'fel', 'bleh', 'least', 'writhe', 'pain', 'kind', 'bleh']"
No we sell it all so we'll have tons if coins. Then sell our coins to someone thru paypal. Voila! Money back in life pockets:),0,126,0,"['sel', 'al', 'l', 'ton', 'coin', 'sel', 'coin', 'someone', 'thru', 'paypal', 'voila', 'money', 'back', 'life', 'pocket']"
Theyre doing it to lots of places. Only hospitals and medical places are safe.,0,78,0,"['theyre', 'lot', 'place', 'hospital', 'medical', 'place', 'safe']"
How about getting in touch with folks waiting for company? Just txt back your NAME and AGE to opt in! Enjoy the community (150p/SMS),1,132,1,"['get', 'touch', 'folk', 'wait', 'company', 'txt', 'back', 'name', 'age', 'opt', 'enjoy', 'comunity', 'p', 'sm']"
And also I've sorta blown him off a couple times recently so id rather not text him out of the blue looking for weed,0,116,0,"['also', 'sorta', 'blown', 'couple', 'time', 'recently', 'id', 'rather', 'text', 'blue', 'loking', 'wed']"
"I sent my scores to sophas and i had to do secondary application for a few schools. I think if you are thinking of applying, do a research on cost also. Contact joke ogunrinde, her school is one me the less expensive ones",0,221,0,"['sent', 'score', 'sophas', 'secondary', 'aplication', 'schols', 'think', 'think', 'aplying', 'research', 'cost', 'also', 'contact', 'joke', 'ogunrinde', 'schol', 'one', 'les', 'expensive', 'one']"
I cant wait to see you! How were the photos were useful? :),0,59,0,"['cant', 'wait', 'se', 'photo', 'useful']"
Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1,1,137,1,"['ur', 'cash', 'balance', 'curently', 'pound', 'maximize', 'ur', 'cash', 'send', 'go', 'p', 'msg', 'c', 'po', 'box', 'tcr', 'w']"
Hey i booked the kb on sat already... what other lessons are we going for ah? Keep your sat night free we need to meet and confirm our lodging ,0,143,0,"['hey', 'boked', 'kb', 'sat', 'already', 'lesons', 'go', 'ah', 'kep', 'sit', 'night', 'fre', 'ned', 'meet', 'confirm', 'lodge']"
Chk in ur belovd ms dict,0,24,0,"['chk', 'ur', 'belovd', 'm', 'dict']"
Is that what time you want me to come?,0,38,0,"['time', 'want', 'come']"
"Awesome, lemme know whenever you're around",0,42,0,"['awesome', 'leme', 'know', 'whenever', 'around']"
Shb b ok lor... Thanx...,0,24,0,"['shb', 'b', 'ok', 'lor', 'thanx']"
"Beautiful Truth against Gravity.. Read carefully: \Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it..\"" GOOD NIGHT""",0,159,0,"['beautiful', 'truth', 'gravity', 'read', 'carefuly', 'heart', 'fels', 'light', 'someone', 'fels', 'heavy', 'someone', 'leave', 'god', 'night']"
Also remember to get dobby's bowl from your car,0,47,0,"['also', 'remember', 'get', 'doby', 'bowl', 'car']"
Filthy stories and GIRLS waiting for your,1,41,1,"['filthy', 'story', 'girl', 'wait']"
Sorry i now then c ur msg... Yar lor so poor thing... But only 4 one night... Tmr u'll have a brand new room 2 sleep in...,0,122,0,"['sory', 'c', 'ur', 'msg', 'yar', 'lor', 'por', 'thing', 'one', 'night', 'tmr', 'u', 'l', 'brand', 'new', 'rom', 'slep']"
"Love isn't a decision, it's a feeling. If we could decide who to love, then, life would be much simpler, but then less magical",0,126,0,"['love', 'decision', 'feling', 'could', 'decide', 'love', 'life', 'would', 'much', 'simpler', 'le', 'magical']"
Welp apparently he retired,0,26,0,"['welp', 'aparently', 'retire']"
My sort code is  and acc no is . The bank is natwest. Can you reply to confirm i've sent this to the right person!,0,114,0,"['sort', 'code', 'ac', 'bank', 'natwest', 'reply', 'confirm', 'send', 'right', 'person']"
Where @,0,7,0,[]
U sure u can't take any sick time?,0,34,0,"['u', 'sure', 'u', 'take', 'sick', 'time']"
URGENT! We are trying to contact U. Todays draw shows that you have won a еЈ800 prize GUARANTEED. Call 09050001808 from land line. Claim M95. Valid12hrs only,1,157,1,"['urgent', 'try', 'contact', 'u', 'today', 'draw', 'show', 'prize', 'guaranted', 'cal', 'land', 'line', 'claim', 'valid', 'hr']"
"Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?",0,92,0,"['watch', 'carton', 'listen', 'music', 'amp', 'eve', 'go', 'temple', 'amp', 'church', 'u']"
Yo chad which gymnastics class do you wanna take? The site says Christians class is full..,0,90,0,"['yo', 'chad', 'gymnastics', 'clas', 'wana', 'take', 'site', 'say', 'christian', 'clas', 'ful']"
Are you this much buzy,0,22,0,"['much', 'buzy']"
Or better still can you catch her and let ask her if she can sell  &lt;#&gt;  for me.,0,85,0,"['beter', 'stil', 'catch', 'let', 'ask', 'sel', 'lt', 'gt']"
I am not sure about night menu. . . I know only about noon menu,0,63,0,"['sure', 'night', 'menu', 'know', 'non', 'menu']"
What do u want when i come back?.a beautiful necklace as a token of my heart for you.thats what i will give but ONLY to MY WIFE OF MY LIKING.BE THAT AND SEE..NO ONE can give you that.dont call me.i will wait till i come.,0,220,0,"['u', 'want', 'come', 'back', 'beautiful', 'necklace', 'token', 'heart', 'thats', 'wil', 'give', 'wife', 'like', 'se', 'one', 'give', 'dont', 'cal', 'wil', 'wait', 'til', 'come']"
Are you willing to go for aptitude class.,0,41,0,"['wiling', 'go', 'aptitude', 'clas']"
"It wont b until 2.15 as trying 2 sort house out, is that ok?",0,60,0,"['wont', 'b', 'try', 'sort', 'house', 'ok']"
"Yar lor he wan 2 go c horse racing today mah, so eat earlier lor. I ate chicken rice. U?",0,88,0,"['yar', 'lor', 'wan', 'go', 'c', 'horse', 'race', 'today', 'mah', 'eat', 'earlier', 'lor', 'ate', 'chicken', 'rice', 'u']"
"Haha awesome, omw back now then",0,31,0,"['haha', 'awesome', 'omw', 'back']"
Yup i thk so until e shop closes lor.,0,37,0,"['yup', 'thk', 'e', 'shop', 'close', 'lor']"
what is your account number?,0,28,0,"['acount', 'number']"
Eh u send wrongly lar...,0,24,0,"['eh', 'u', 'send', 'wrongly', 'lar']"
Hey no I ad a crap nite was borin without ya 2 boggy with me u boring biatch! Thanx but u wait til nxt time il ave ya ,0,118,0,"['hey', 'ad', 'crap', 'nite', 'borin', 'without', 'ya', 'bogy', 'u', 'boring', 'biatch', 'thanx', 'u', 'wait', 'til', 'nxt', 'time', 'il', 'ave', 'ya']"
Ok i shall talk to him,0,22,0,"['ok', 'shal', 'talk']"
Dont hesitate. You know this is the second time she has had weakness like that. So keep i notebook of what she eat and did the day before or if anything changed the day before so that we can be sure its nothing,0,210,0,"['dont', 'hesitate', 'know', 'second', 'time', 'weaknes', 'like', 'kep', 'notebok', 'eat', 'day', 'anything', 'change', 'day', 'sure', 'nothing']"
Hey you can pay. With salary de. Only  &lt;#&gt; .,0,50,0,"['hey', 'pay', 'salary', 'de', 'lt', 'gt']"
Another month. I need chocolate weed and alcohol.,0,49,0,"['another', 'month', 'ned', 'chocolate', 'wed', 'alcohol']"
If he started searching he will get job in few days.he have great potential and talent.,0,87,0,"['start', 'search', 'wil', 'get', 'job', 'day', 'great', 'potential', 'talent']"
Reckon need to be in town by eightish to walk from * carpark.,0,61,0,"['reckon', 'ned', 'town', 'eightish', 'walk', 'carpark']"
"Congrats! 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid your mates, play java games, Dload polyPH music, noline rentl.",1,141,1,"['congrats', 'mobile', 'g', 'videophones', 'r', 'cal', 'videochat', 'wid', 'mate', 'play', 'java', 'game', 'dload', 'polyph', 'music', 'noline', 'rentl']"
LOOK AT THE FUCKIN TIME. WHAT THE FUCK YOU THINK IS UP,0,54,0,"['lok', 'fuckin', 'time', 'fuck', 'think']"
Yo guess what I just dropped,0,28,0,"['yo', 'gues', 'drop']"
Carlos says he'll be at mu in  &lt;#&gt;  minutes,0,49,0,"['carlos', 'say', 'l', 'mu', 'lt', 'gt', 'minute']"
I'm in office now . I will call you  &lt;#&gt;  min:),0,53,0,"['ofice', 'wil', 'cal', 'lt', 'gt', 'min']"
"Geeee ... I miss you already, you know ? Your all I can think about. Fuck, I can't wait till next year when we will be together ... *loving kiss*",0,145,0,"['ge', 'mi', 'already', 'know', 'al', 'think', 'fuck', 'wait', 'til', 'next', 'year', 'wil', 'together', 'love', 'ki']"
"Yun ah.the ubi one say if М_ wan call by tomorrow.call 67441233 look for irene.ere only got bus8,22,65,61,66,382. Ubi cres,ubi tech park.6ph for 1st 5wkg days.М¬n",0,162,0,"['yun', 'ah', 'ubi', 'one', 'say', 'wan', 'cal', 'tomorow', 'cal', 'lok', 'irene', 'ere', 'get', 'bus', 'ubi', 'cres', 'ubi', 'tech', 'park', 'ph', 'st', 'wkg', 'day', 'n']"
Ugh. Gotta drive back to sd from la. My butt is sore.,0,53,0,"['ugh', 'gota', 'drive', 'back', 'sd', 'la', 'sore']"
26th OF JULY,0,12,0,"['th', 'july']"
Hi im having the most relaxing time ever! we have to get up at 7am every day! was the party good the other night? I get home tomorrow at 5ish.,0,142,0,"['hi', 'im', 'relaxing', 'time', 'ever', 'get', 'every', 'day', 'party', 'god', 'night', 'get', 'home', 'tomorow', 'ish']"
Up to М_... МП wan come then come lor... But i din c any stripes skirt...,0,73,0,"['wan', 'come', 'come', 'lor', 'din', 'c', 'stripe', 'skirt']"
The Xmas story is peace.. The Xmas msg is love.. The Xmas miracle is jesus.. Hav a blessed month ahead &amp; wish U Merry Xmas...,0,129,0,"['xmas', 'story', 'peace', 'xmas', 'msg', 'love', 'xmas', 'miracle', 'jesus', 'hav', 'blesed', 'month', 'ahead', 'amp', 'wish', 'u', 'mery', 'xmas']"
"I can't, I don't have her number!",0,33,0,['number']
Change again... It's e one next to escalator...,0,47,0,"['change', 'e', 'one', 'next', 'escalator']"
Yetunde i'm in class can you not run water on it to make it ok. Pls now.,0,72,0,"['yetunde', 'clas', 'run', 'water', 'make', 'ok', 'pls']"
Not a lot has happened here. Feels very quiet. Beth is at her aunts and charlie is working lots. Just me and helen in at the mo. How have you been? ,0,148,0,"['lot', 'hapened', 'fels', 'quiet', 'beth', 'aunt', 'charlie', 'work', 'lot', 'helen', 'mo', 'ben']"
Then М_ wait 4 me at bus stop aft ur lect lar. If i dun c М_ then i go get my car then come back n pick М_.,0,107,0,"['wait', 'bus', 'stop', 'aft', 'ur', 'lect', 'lar', 'dun', 'c', 'go', 'get', 'car', 'come', 'back', 'n', 'pick']"
"Aight will do, thanks again for comin out",0,41,0,"['aight', 'wil', 'thanks', 'comin']"
No..but heard abt tat..,0,23,0,"['heard', 'abt', 'tat']"
Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed еЈ1000 cash or еЈ5000 prize!,1,149,1,"['please', 'cal', 'customer', 'service', 'representative', 'frephone', 'betwen', 'pm', 'guaranted', 'cash', 'prize']"
Yes..he is really great..bhaji told kallis best cricketer after sachin in world:).very tough to get out.,0,104,0,"['yes', 'realy', 'great', 'bhaji', 'tell', 'kali', 'best', 'cricketer', 'sachin', 'world', 'tough', 'get']"
&lt;#&gt;  am I think? Should say on syllabus,0,45,0,"['lt', 'gt', 'think', 'say', 'sylabus']"
Umma. Did she say anything,0,26,0,"['uma', 'say', 'anything']"
Give me a sec to think think about it,0,37,0,"['give', 'sec', 'think', 'think']"
Panasonic & BluetoothHdset FREE. Nokia FREE. Motorola FREE & DoubleMins & DoubleTxt on Orange contract. Call MobileUpd8 on 08000839402 or call 2optout,1,150,1,"['panasonic', 'bluetothdset', 'fre', 'nokia', 'fre', 'motorola', 'fre', 'doublemins', 'doubletxt', 'orange', 'contract', 'cal', 'mobileupd', 'cal', 'optout']"
I don't quite know what to do. I still can't get hold of anyone. I cud pick you up bout 7.30pm and we can see if they're in the pub?,0,132,0,"['quite', 'know', 'stil', 'get', 'hold', 'anyone', 'cud', 'pick', 'bout', 'pm', 'se', 'pub']"
"Poyyarikatur,kolathupalayam,unjalur post,erode dis, &lt;#&gt; .",0,63,0,"['poyarikatur', 'kolathupalayam', 'unjalur', 'post', 'erode', 'dis', 'lt', 'gt']"
"Dear Hero,i am leaving to qatar tonite for an apt opportunity.pls do keep in touch at  &lt;EMAIL&gt; ,kerala",0,108,0,"['dear', 'hero', 'leave', 'qatar', 'tonite', 'apt', 'oportunity', 'pls', 'kep', 'touch', 'lt', 'email', 'gt', 'kerala']"
Lol I would but my mom would have a fit and tell the whole family how crazy and terrible I am,0,93,0,"['lol', 'would', 'mom', 'would', 'fit', 'tel', 'whole', 'family', 'crazy', 'terible']"
"I just got home babe, are you still awake ?",0,43,0,"['get', 'home', 'babe', 'stil', 'awake']"
I dunno they close oredi not... МП v ma fan...,0,46,0,"['duno', 'close', 'oredi', 'v', 'fan']"
Just buy a pizza. Meat lovers or supreme. U get to pick.,0,56,0,"['buy', 'piza', 'meat', 'lover', 'supreme', 'u', 'get', 'pick']"
"Ya, told..she was asking wats matter?",0,37,0,"['ya', 'tell', 'ask', 'wats', 'mater']"
"Dear,regret i cudnt pick call.drove down frm ctla now at cochin home.left mobile in car..ente style ishtamayoo?happy bakrid!",0,124,0,"['dear', 'regret', 'cudnt', 'pick', 'cal', 'drove', 'frm', 'ctla', 'cochin', 'home', 'leave', 'mobile', 'car', 'ente', 'style', 'ishtamayo', 'hapy', 'bakrid']"
FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+,1,158,1,"['fre', 'st', 'wek', 'nokia', 'tone', 'ur', 'mob', 'every', 'wek', 'txt', 'nokia', 'get', 'txting', 'tel', 'ur', 'mate', 'w', 'getzed', 'co', 'uk', 'pobox', 'w', 'wq', 'norm', 'p', 'tone']"
Shall i send that exe to your mail id.,0,38,0,"['shal', 'send', 'exe', 'mail', 'id']"
Nope watching tv at home... Not going out. V bored...,0,53,0,"['nope', 'watch', 'tv', 'home', 'go', 'v', 'bore']"
Don know..wait i will check it.,0,31,0,"['know', 'wait', 'wil', 'check']"
"Good afternoon on this glorious anniversary day, my sweet J !! I hope this finds you happy and content, my Prey. I think of you and send a teasing kiss from across the sea coaxing images of fond souveniers ... You Cougar-Pen",0,224,0,"['god', 'afternon', 'glorious', 'aniversary', 'day', 'swet', 'j', 'hope', 'find', 'hapy', 'content', 'prey', 'think', 'send', 'tease', 'ki', 'acros', 'sea', 'coaxing', 'image', 'fond', 'souveniers', 'cougar', 'pen']"
Guess what! Somebody you know secretly fancies you! Wanna find out who it is? Give us a call on 09065394514 From Landline DATEBox1282EssexCM61XN 150p/min 18,1,156,1,"['gues', 'somebody', 'know', 'secretly', 'fancy', 'wana', 'find', 'give', 'u', 'cal', 'landline', 'datebox', 'esexcm', 'xn', 'p', 'min']"
We still on for tonight?,0,24,0,"['stil', 'tonight']"
May i call You later Pls,0,24,0,"['may', 'cal', 'late', 'pls']"
Hasn't that been the pattern recently crap weekends?,0,52,0,"['ben', 'patern', 'recently', 'crap', 'wekends']"
I have a sore throat. It's scratches when I talk,0,48,0,"['sore', 'throat', 'scratch', 'talk']"
Yes da. Any plm at ur office,0,28,0,"['yes', 'da', 'plm', 'ur', 'ofice']"
Are you not around or just still asleep? :V,0,43,0,"['around', 'stil', 'aslep', 'v']"
"Lol you forgot it eh ? Yes, I'll bring it in babe",0,49,0,"['lol', 'forget', 'eh', 'yes', 'l', 'bring', 'babe']"
"Its good, we'll find a way",0,26,0,"['god', 'l', 'find', 'way']"
Can not use foreign stamps in this country. Good lecture .,0,58,0,"['use', 'foreign', 'stamps', 'country', 'god', 'lecture']"
Yup bathe liao...,0,17,0,"['yup', 'bathe', 'liao']"
HAPPY NEW YEAR MY NO.1 MAN,0,26,0,"['hapy', 'new', 'year', 'man']"
"OH MR SHEFFIELD! You wanna play THAT game, okay. You're the boss and I'm the nanny. You give me a raise and I'll give YOU one!!",0,127,0,"['oh', 'mr', 'shefield', 'wana', 'play', 'game', 'okay', 'bos', 'nany', 'give', 'raise', 'l', 'give', 'one']"
ZOE IT JUST HIT ME 2 IM FUCKING SHITIN MYSELF IL DEFO TRY MY HARDEST 2 CUM 2MOROW LUV U MILLIONS LEKDOG,0,103,0,"['zoe', 'hit', 'im', 'fucking', 'shitin', 'il', 'defo', 'try', 'hard', 'cum', 'morow', 'luv', 'u', 'milions', 'lekdog']"
"Hello baby, did you get back to your mom's ? Are you setting up the computer now ? Filling your belly ? How goes it loverboy ? I miss you already ... *sighs*",0,157,0,"['helo', 'baby', 'get', 'back', 'mom', 'set', 'computer', 'filing', 'bely', 'go', 'loverboy', 'mi', 'already', 'sigh']"
"No my blankets are sufficient, thx",0,34,0,"['blanket', 'suficient', 'thx']"
"naughty little thought: 'its better to flirt, flirt n flirt, rather than loving someone n gettin hurt, hurt n hurt...:-) Gud nyt",0,128,0,"['naughty', 'litle', 'thought', 'beter', 'flirt', 'flirt', 'n', 'flirt', 'rather', 'love', 'someone', 'n', 'getin', 'hurt', 'hurt', 'n', 'hurt', 'gud', 'nyt']"
"Edison has rightly said, \A fool can ask more questions than a wise man can answer\"" Now you know why all of us are speechless during ViVa.. GM",0,143,0,"['edison', 'rightly', 'say', 'fol', 'ask', 'question', 'wise', 'man', 'answer', 'know', 'al', 'u', 'spechles', 'viva', 'gm']"
They just talking thats it de. They wont any other.,0,51,0,"['talk', 'thats', 'de', 'wont']"
Today am going to college so am not able to atten the class.,0,60,0,"['today', 'go', 'colege', 'able', 'aten', 'clas']"
I'm in class. Will holla later,0,30,0,"['clas', 'wil', 'hola', 'later']"
Easy ah?sen got selected means its good..,0,41,0,"['easy', 'ah', 'sen', 'get', 'select', 'mean', 'god']"
Mmm thats better now i got a roast down me! iеХd b better if i had a few drinks down me 2! Good indian?,0,103,0,"['thats', 'beter', 'get', 'roast', 'b', 'beter', 'drink', 'god', 'indian']"
"We know someone who you know that fancies you. Call 09058097218 to find out who. POBox 6, LS15HB 150p",1,101,1,"['know', 'someone', 'know', 'fancy', 'cal', 'find', 'pobox', 'l', 'hb', 'p']"
"Come round, it's . ",0,19,0,"['come', 'round']"
"Do 1 thing! Change that sentence into: \Because i want 2 concentrate in my educational career im leaving here..\""""",0,114,0,"['thing', 'change', 'sentence', 'want', 'concentrate', 'educational', 'carer', 'im', 'leave']"
"1000's flirting NOW! Txt GIRL or BLOKE & ur NAME & AGE, eg GIRL ZOE 18 to 8007 to join and get chatting!",1,104,1,"['flirt', 'txt', 'girl', 'bloke', 'ur', 'name', 'age', 'eg', 'girl', 'zoe', 'join', 'get', 'chat']"
I walked an hour 2 c u! doesnеХt that show I care y wont u believe im serious?,0,78,0,"['walk', 'hour', 'c', 'u', 'show', 'care', 'wont', 'u', 'believe', 'im', 'serious']"
18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222.,1,135,1,"['day', 'euro', 'kickof', 'u', 'wil', 'keep', 'informed', 'al', 'late', 'news', 'result', 'daily', 'unsubscribe', 'send', 'get', 'euro', 'stop']"
Are you available for soiree on June 3rd?,0,41,0,"['available', 'soire', 'june', 'rd']"
Do u noe wat time e place dat sells 4d closes?,0,46,0,"['u', 'noe', 'wat', 'time', 'e', 'place', 'dat', 'sels', 'close']"
"I got another job! The one at the hospital doing data analysis or something, starts on monday! Not sure when my thesis will got finished",0,136,0,"['get', 'another', 'job', 'one', 'hospital', 'data', 'analysis', 'something', 'start', 'monday', 'sure', 'thesis', 'wil', 'get', 'finish']"
Jay's getting really impatient and belligerent,0,46,0,"['jay', 'get', 'realy', 'impatient', 'beligerent']"
HIYA COMIN 2 BRISTOL 1 ST WEEK IN APRIL. LES GOT OFF + RUDI ON NEW YRS EVE BUT I WAS SNORING.THEY WERE DRUNK! U BAK AT COLLEGE YET? MY WORK SENDS INK 2 BATH.,0,157,0,"['hiya', 'comin', 'bristol', 'st', 'wek', 'april', 'les', 'get', 'rudi', 'new', 'yr', 'eve', 'snore', 'drunk', 'u', 'bak', 'colege', 'yet', 'work', 'sends', 'ink', 'bath']"
I'm at work. Please call,0,24,0,"['work', 'please', 'cal']"
Then u drive lor.,0,17,0,"['u', 'drive', 'lor']"
Ard 515 like dat. Y?,0,20,0,"['ard', 'like', 'dat']"
Tell me they're female :V how're you throwing in? We're deciding what all to get now,0,84,0,"['tel', 'female', 'v', 'throw', 'decide', 'al', 'get']"
EASTENDERS TV Quiz. What FLOWER does DOT compare herself to? D= VIOLET E= TULIP F= LILY txt D E or F to 84025 NOW 4 chance 2 WIN еЈ100 Cash WKENT/150P16+,1,153,1,"['eastenders', 'tv', 'quiz', 'flower', 'dot', 'compare', 'violet', 'e', 'tulip', 'f', 'lily', 'txt', 'e', 'f', 'chance', 'win', 'cash', 'wkent', 'p']"
I'm working technical support :)voice process.networking field.,0,63,0,"['work', 'technical', 'suport', 'voice', 'proces', 'networking', 'field']"
I might come to kerala for 2 days.so you can be prepared to take a leave once i finalise .dont plan any travel during my visit.need to finish urgent works.,0,155,0,"['might', 'come', 'kerala', 'day', 'prepare', 'take', 'leave', 'finalise', 'dont', 'plan', 'travel', 'visit', 'ned', 'finish', 'urgent', 'work']"
Ok. Not sure what time tho as not sure if can get to library before class. Will try. See you at some point! Have good eve.,0,122,0,"['ok', 'sure', 'time', 'tho', 'sure', 'get', 'library', 'clas', 'wil', 'try', 'se', 'point', 'god', 'eve']"
We have new local dates in your area - Lots of new people registered in YOUR AREA. Reply DATE to start now! 18 only www.flirtparty.us REPLYS150,1,143,1,"['new', 'local', 'date', 'area', 'lot', 'new', 'people', 'register', 'area', 'reply', 'date', 'start', 'w', 'flirtparty', 'u', 'reply']"
"That's fine, I'll bitch at you about it later then",0,50,0,"['fine', 'l', 'bitch', 'later']"
No my mum went 2 dentist.,0,25,0,"['mum', 'go', 'dentist']"
Once free call me sir. I am waiting for you.,0,44,0,"['fre', 'cal', 'sir', 'wait']"
Meeting u is my work. . . Tel me when shall i do my work tomorrow,0,65,0,"['meting', 'u', 'work', 'tel', 'shal', 'work', 'tomorow']"
Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058091854 NOW all will be revealed. PO BOX385 M6 6WU,1,134,1,"['someone', 'u', 'know', 'ask', 'dating', 'service', 'contact', 'cant', 'gues', 'cal', 'al', 'wil', 'reveal', 'po', 'box', 'wu']"
Jus finish bathing...,0,21,0,"['jus', 'finish', 'bathing']"
"alright, I'll make sure the car is back tonight",0,47,0,"['alright', 'l', 'make', 'sure', 'car', 'back', 'tonight']"
URGENT! We are trying to contact U. Todays draw shows that you have won a еЈ800 prize GUARANTEED. Call 09050003091 from land line. Claim C52. Valid12hrs only,1,157,1,"['urgent', 'try', 'contact', 'u', 'today', 'draw', 'show', 'prize', 'guaranted', 'cal', 'land', 'line', 'claim', 'c', 'valid', 'hr']"
Dear U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688,1,90,1,"['dear', 'u', 'ben', 'invite', 'xchat', 'final', 'atempt', 'contact', 'u', 'txt', 'chat']"
Lul im gettin some juicy gossip at the hospital. Two nurses are talking about how fat they are gettin. And one thinks shes obese. Oyea.,0,135,0,"['lul', 'im', 'getin', 'juicy', 'gosip', 'hospital', 'two', 'nurse', 'talk', 'fat', 'getin', 'one', 'think', 'shes', 'obese', 'oyea']"
Aight ill get on fb in a couple minutes,0,39,0,"['aight', 'il', 'get', 'fb', 'couple', 'minute']"
